x,y,v_x,v_y,omega
2.375,32.48,0.0,3.333333333333333,-4.571428571428571
2.3734573386257014,31.72409354535299,-0.013414446733030104,3.2397662722928136,-4.2128271161967135
2.369105739981276,30.98916171558615,-0.024425541479367135,3.1509452908970936,-3.896768196900479
2.3624502216473355,30.27415651763101,-0.03344853098967805,3.066491213060647,-3.6167849424381275
2.353909214962532,29.5781123586342,-0.0408210923564411,2.9860666912594542,-3.3675649068571825
2.343830579878091,28.90013712873653,-0.046819212725653085,2.9093700904593853,-3.144716704274264
2.332504376761547,28.23940455882664,-0.05166951002690478,2.836130517452728,-2.9445890583892242
2.3201731135715846,27.595147620089804,-0.05555886553798412,2.7661037324327857,-2.76412933606759
2.30704001322616,26.966652784568687,-0.058642007030928964,2.6990687503595243,-2.600772111218485
2.293275718031848,26.35325500453526,-0.061047516397865674,2.634824989061607,-2.4523507689770767
2.2790237527004873,25.75433329734279,-0.06288261691831876,2.5731898560903077,-2.317026929201099
2.264404995748116,25.169306844354125,-0.06423700875447635,2.5139966916372103,-2.1932337534831077
2.2495213546348363,24.597631529430615,-0.06518595744795455,2.4570930033498124,-2.0796301435695494
2.2344587983679736,24.038796855642275,-0.06579279269867665,2.402338942635749,-1.9750635387464164
2.219289869216851,23.49232318926294,-0.0661109390502177,2.349605982401969,-1.8785395431121787
2.2040757703168614,22.95775928841863,-0.06618557312360418,2.2987757640702995,-1.7891970083432989
2.1888681065380524,22.434680080453298,-0.06605498147473295,2.249739087802134,-1.706287497457474
2.173710340771019,21.92268465752506,-0.06575167736903453,2.202395024617328,-1.6291582845632528
2.1586390157766138,21.42139446441761,-0.06530332258231795,2.15665013283877,-1.557238222341966
2.1436847822290463,20.930451656249396,-0.06473349087478708,2.112417764276132,-1.4900259459949374
2.128873266002694,20.449517606842555,-0.06406230239784406,2.0696174479572282,-1.4270799891723345
2.114225801689871,19.978271551094664,-0.06330695249626582,2.0281743411548563,-1.3680104710976482
2.0997600544661,19.516409346872308,-0.062482153797400866,1.9880187390395707,-1.3124720800472842
2.08549054849068,19.063642343789972,-0.06160050685842342,1.9490856355894373,-1.2601581305614198
2.0714291168492878,18.61969634780887,-0.06067281176237785,1.911314329463601,-1.210795513304081
2.0575852854600307,18.184310671934753,-0.05970833075290029,1.8746480694417629,-1.1641403896892026
2.0439666012559354,17.75723726444916,-0.058715010152275114,1.8390337347808017,-1.119974510035761
2.0305789132313885,17.338239907105326,-0.05769966832204681,1.8044215464699271,-1.078102055491063
2.0174266135234475,16.927093476582975,-0.05666815522526654,1.7707648058983092,-1.0383469213392629
2.004512844532252,16.523583263246028,-0.055625488176429906,1.7380196579012424,-1.0005503734281458
1.9918396771209956,16.12750434190071,-0.05457596757362945,1.7061448755362876,-0.9645690209558893
1.9794082641374593,15.738660989822915,-0.053523275761469584,1.6751016642706225,-0.9302730582759621
1.967218972835777,15.356866147824228,-0.05247056164446277,1.6448534835440483,-0.8975447361094337
1.955271499224478,14.981940920566306,-0.05142051323639789,1.6153658839161555,-0.8662770289225237
1.9435649669053299,14.613714112720977,-0.05037541997358598,1.5866063582171233,-0.8363724704902507
1.9320980125810394,14.252021797915987,-0.04933722632459122,1.5585442053045395,-0.8077421340300233
1.92086886008549,13.89670691770938,-0.048307577984534056,1.5311504051876788,-0.7803047369167916
1.9098753845172785,13.547618908104575,-0.04728786173904589,1.504397504419319,-0.753985853016676
1.8991151678271798,13.204613351357072,-0.046279239913984284,1.4782595107763683,-0.7287172182060405
1.888603480155015,12.867553441527296,-0.045126739843972134,1.4526962268738604,-0.6999606848092284
1.8783537917517699,12.536307759342645,-0.0440009854016365,1.4277010095144114,-0.6726620096751627
1.8683599533149386,12.21074820893854,-0.04290195752733074,1.4032516026951947,-0.6467285646485248
1.8586158324992388,11.890751683836328,-0.041829527826579956,1.3793268764544706,-0.6220747224045567
