x,y,v_x,v_y,omega
2.375,32.48,0.0,3.4871794871794872,-6.775510204081632
2.373219670515071,31.79163644237422,-0.0178032948492859,3.3964560890782707,-6.289148193955851
2.3681704021948002,31.120990482609194,-0.03268938835342361,3.3100035085720023,-5.855484392878442
2.3603894905313503,30.467240668730682,-0.045119728281077354,3.2274946302131187,-5.467152009409576
2.3503298882132806,29.829627376534972,-0.05547629489962001,3.14863829174397,-5.118002533448451
2.338374582707108,29.207446160191935,-0.06407676016210623,3.07317387168639,-4.802875521062875
2.324848263205269,28.600042080108135,-0.07118643485628567,3.0008669291516283,-4.517417245687487
2.3100268437298515,28.006804822328817,-0.0770277598978881,2.931505648641536,-4.2579366817447255
2.294145277698507,27.42716446656199,-0.08178790041555409,2.8648979090267415,-4.021290291546066
2.27740400158052,26.860587791394096,-0.08562486076432,2.800868842652198,-3.8047892330866575
2.259974271797751,26.306575028739367,-0.08867243706336764,2.7392587838951203,-3.6061241616194013
2.2420026031482005,25.76465699728725,-0.0910442494321392,2.679921530626031,-3.423303938895865
2.223614474118592,25.2343925582568,-0.09283704086394533,2.622722859678465,-3.2546054105912052
2.2049174312103057,24.715366347238444,-0.0941333882189144,2.5675392505051158,-3.0985320471281392
2.1860036984496123,24.20718674408921,-0.09500393938802167,2.5142567809872225,-2.9537797234048897
2.1669523778471986,23.709484049313044,-0.0955092666361159,2.4627701667744377,-2.8192082794968316
2.1478313104247353,23.221908840515493,-0.09570140758851521,2.4129819212010664,-2.6938177863707926
2.1286986545739888,22.744130486674937,-0.09562515091895088,2.3648016172044883,-2.5767286591189884
2.1096042282292506,22.275835801345643,-0.09531911252843073,2.3181452360884287,-2.4671649306214207
2.0905906530627045,21.816727818670415,-0.09481663913703092,2.2729345906638594,-2.364440132283543
2.0716943322297214,21.366524678360335,-0.09414656919279772,2.229096812436946,-2.267945334067791
2.0529462877685463,20.924958607694172,-0.09333387541895595,2.1865638942246703,-2.1771389798278573
2.0343728793408973,20.491774990175692,-0.09240020885753163,2.1452722809601714,-2.091538220796659
2.0159964223867974,20.06673151182233,-0.09136436068347056,2.1051625025734313,-2.0107115036574656
1.9978357208011521,19.649597377189657,-0.09024265517298075,2.066178843753288,-1.9342722127698886
1.9799065267968996,19.240152588198754,-0.08904928486954555,2.028269046155726,-1.8618732010111654
1.9622219386010467,18.838187279657863,-0.08779659708898317,1.9913840392532007,-1.793202072023151
1.9447927449568023,18.44350110607799,-0.0864953393534589,1.955477696545524,-1.727977099749675
1.9276277240140023,18.055902674994023,-0.08515487007454149,1.9205066142941347,-1.665943690045466
1.9107339030302768,17.67520902253321,-0.08378333976271458,1.8864299103139985,-1.6068713046550325
1.894116784335814,17.3012451274345,-0.08238784718191342,1.853209040673125,-1.5505507806458663
1.8777805422018097,16.933843460125317,-0.08097457415812978,1.8208076324186833,-1.4967919889505839
1.861728194569669,16.572843563815567,-0.07954890216327669,1.7891913306788054,-1.4454217844389055
1.8459617530226293,16.218091664879005,-0.07811551330711931,1.7583276586868297,-1.3962822072328305
1.8304823538955919,15.869440310065805,-0.07667847796325429,1.7281858894451545,-1.3492289010627134
1.8152903730077299,15.526748028331955,-0.07524133091536697,1.698736927893345,-1.304129719552845
1.8003855261536374,15.189879015285303,-0.07380713762555667,1.669953202573156,-1.2608634955965594
1.7857669571922998,14.858702838438525,-0.07237855198781998,1.6418085658946366,-1.219318952574348
1.7714333153206177,14.533094161628572,-0.0709578667290025,1.614278202204877,-1.1793937391993892
1.7573828229026904,14.21293248711346,-0.06954705745026964,1.587338542946268,-1.140993572337827
1.7436133350417486,13.898101913992225,-0.0681478211591481,1.560967188266075,-1.1040314743235733
1.7301223919237214,13.588490911715109,-0.06676161002112446,1.5351428345050915,-1.0684270931332702
1.7169072648259007,13.283992107559463,-0.06538966095708137,1.5098452070513673,-1.0341060953590235
1.7039649965676378,12.984502087044675,-0.06403302162554927,1.4850549980965004,-1.000999623258259
1.6913062844428062,12.689923992880185,-0.06255409962276695,1.4607259435483784,-0.9651342561281685
1.678940184082773,12.400164385564374,-0.06110690397756438,1.4368701296097344,-0.9309002167852831
1.6668603642478594,12.115130303505062,-0.05969129437157096,1.4134706909833787,-0.8982040294273179
1.655060530799625,11.834732081151245,-0.05830704011077596,1.3905115325547888,-0.8669585912705031
1.6435344433856423,11.558883199386141,-0.05695383402905017,1.3679772850962573,-0.8370826689237733
1.6322759295202034,11.287500144475672,-0.055631304625336685,1.3458532640084329,-0.8085004398763679
1.6212788963921232,11.020502274989166,-0.05433902665546629,1.3241254308566341,-0.7811410745911095
1.610537340689468,10.757811696155358,-0.0530765303710833,1.3027803574814423,-0.7549383551917136
1.6000453566950066,10.49935314115892,-0.051843309573533065,1.2818051924829226,-0.7298303271690438
1.5897971428747313,10.245053858921061,-0.050638828629219895,1.2611876298956686,-0.7057589809159802
1.579787007154366,9.994843507942704,-0.04946252857443178,1.2409158798879123,-0.6826699602401736
1.5700093710547676,9.748654055820673,-0.04831383242155245,1.2209786413324177,-0.6605122953041362
1.5604587728361519,9.506419684076437,-0.04719214976460578,1.2013650761099277,-0.6392381577078248
1.5511298697826998,9.268076697963672,-0.046096880769914646,1.182064785017736,-0.6188026356643866
1.5420174397430024,9.033563440945233,-0.04502741962706011,1.1630677851666307,-0.5991635274287769
1.5331163820276879,8.802820213552657,-0.043983157526086065,1.144364488759129,-0.5802811513247271
1.5244217177531962,8.575789196361676,-0.042963485218828,1.125945683150688,-0.5621181708808654
1.515928589709794,8.35241437683625,-0.04196779521519642,1.1078025121035475,-0.5446394337340792
1.507632261822366,8.132641479810886,-0.04099548365908169,1.0899264581500974,-0.5278118230896174
1.4995281182641427,7.916417901396951,-0.04004595192315174,1.07230932598925,-0.5116041206447791
1.4916116622761189,7.703692646113495,-0.03911860795708759,1.054943226845304,-0.4959868799879895
1.4838785147384443,7.49441626705654,-0.03821286741965776,1.037820563724257,-0.4809323095790043
1.4763244125343389,7.288540808933362,-0.03732815462139641,1.0209340175075217,-0.466414164500191
1.4689452067420534,7.086019753799853,-0.03646390330145734,1.004276533827569,-0.4524076462443801
1.4617368606859666,6.886807969349675,-0.035619557259410295,0.9878413106741982,-0.43888930987263813
1.4547029101992421,6.691042184383431,-0.034719947607836234,0.9698165389882369,-0.46200045230627906
1.4478441467755125,6.498870143670516,-0.03386768662945899,0.9519038681409007,-0.48682554321936944
1.441151218143983,6.3102697302620285,-0.033061599685836905,0.9341002659439869,-0.513252208739453
1.4346150111604317,6.125219421618503,-0.032300470149675756,0.916402820491254,-0.541170696308726
1.4282266596839386,5.943698265998268,-0.031583044615257794,0.8988087357110908,-0.5704736255231352
1.4219775514601507,5.76568585969402,-0.030908037622620156,0.881315327331381,-0.6010557450115299
1.4158593341048922,5.591162325036446,-0.030274135929965557,0.8639200192443484,-0.6328136943294526
1.4098639202753422,5.420108289085821,-0.029680002365532886,0.84662034026189,-0.6656457698551563
1.4039834921100818,5.252504862934167,-0.02912427928707145,0.8294139212546408,-0.6994516936809501
1.3982105050139622,5.088333621541622,-0.028605591674125512,0.8122984926708002,-0.7341323844908787
1.3925376908589975,4.927576584031179,-0.028122549875520545,0.7952718824336223,-0.7695897294058806
1.386958060668273,4.770216194365872,-0.027673752031725573,0.7783320142194602,-0.8057263557596557
1.3814649068461882,4.616235302331784,-0.02725778618912276,0.7614769061214124,-0.8424454017421823
1.3760518050152137,4.4656171447489434,-0.026873232120621687,0.7447046697069791,-0.8796502848127058
1.3707126155167029,4.3183453268300696,-0.026518662864486685,0.7280135094817546,-0.917244466739557
1.3654414846311866,4.174403803604381,-0.026192645990675383,0.7114017227751182,-0.9551312140697289
