x,y,v_x,v_y,omega
2.375,32.48,0.0,2.923076923076923,-5.551020408163265
2.3737993321619273,31.902046612824837,-0.012006678380728782,2.856456948674687,-5.211497879619229
2.3703674173774334,31.33715461218206,-0.02231246946420648,2.7924630577530714,-4.902918116537697
2.3650213883717557,30.784815875371596,-0.031147820592574482,2.7309243103515803,-4.621602184210057
2.358035691540216,30.244554876780782,-0.03870914772282205,2.671685675556535,-4.364391645744958
2.349648335157387,29.715925709035012,-0.04516441610546734,2.614606001901174,-4.128564093685307
2.3400661233645286,29.198509476466842,-0.050657701823116075,2.5595563237805132,-3.9117641298335672
2.3294690590267906,28.691912000473717,-0.05531294155426271,2.5064184361507365,-3.7119466417750084
2.3180140617754166,28.195761788308307,-0.05923703095947987,2.45508368550338,-3.527329936545714
2.305838118987577,27.70970822607968,-0.06252239691891129,2.4054519367828875,-3.3563568269292285
2.2930609650739884,27.233419963933724,-0.065249142216977,2.3574306846766686,-3.197662171991816
2.279787366763064,26.76658346703203,-0.06748684089226477,2.3109342843402603,-3.0500456845793176
2.2661090780006137,26.30890171042916,-0.06929604673224365,2.2658832816884473,-2.9124490588397474
2.2521065168140177,25.86009299953139,-0.07072956513371338,2.222203827289286,-2.783936657945875
2.2378502074079036,25.419889900709087,-0.07183352892742864,2.1798271609337103,-2.6636791489035834
2.2234020233992817,24.988038268982528,-0.07264831115879221,2.1386891563319,-2.550939587128393
2.2088162621069314,24.56429636162276,-0.07320930176471062,2.098729917265768,-2.4450615454293056
2.1941405749061245,24.14843402809405,-0.07354757024335826,2.059893418021304,-2.3454589554808325
2.1794167746301607,23.7402319680797,-0.07369043251627802,2.0221271821222055,-2.251607388830794
2.164681537675492,23.33948105043219,-0.0736619370304095,1.9853819943529232,-2.163036552071944
2.14996701571377,22.945981686812416,-0.07348328258680832,1.9496116418448184,-2.079323809377766
2.1353013696257728,22.559543254563767,-0.07317317829316672,1.91477268064165,-2.000088577009897
2.1207092363639384,22.179983564030657,-0.07274815432517656,1.8808242246894495,-1.9249874600837595
2.1062121378540457,21.80712836609834,-0.0722228307737489,1.8477277546337143,-1.853710022957257
2.0918288397073708,21.44081089621782,-0.07161015069299953,1.815446944171482,-1.7859751019736463
2.077575666387916,21.080871451599556,-0.0709215825015514,1.78394750201116,-1.7215275836483799
2.0634667785287384,20.727156998623446,-0.07016729609022389,1.7531970277499487,-1.660135583301808
2.0495144172874156,20.379520807828847,-0.06935631632300489,1.7231648801960626,-1.6015879690539367
2.035729119948964,20.037822114124474,-0.06849665706150992,1.693822056847661,-1.5456921843745
2.0221199104051473,19.701925800099897,-0.06759543837665673,1.6651410833980895,-1.4922723293122984
2.008694467645544,19.371702100532865,-0.06665898921937732,1.6370959122722117,-1.4411674663475906
1.9954592749743956,19.04702632637415,-0.06569293749210602,1.6096618293149532,-1.3922301217117612
1.9824197523067753,18.72777860665728,-0.06470228918409654,1.5828153678537096,-1.345324957155647
1.969580373588587,18.413843646927567,-0.06369149799778666,1.5565342294434361,-1.3003275906495892
1.9569447711194676,18.105110502915316,-0.06266452669340752,1.5307972106790788,-1.2571235474693774
1.9445158283292243,17.80147236829479,-0.061624901209024356,1.5055841355262074,-1.2156073256491744
1.932295762361483,17.5028263754743,-0.06057575846839027,1.4808757926786762,-1.1756815619366212
1.9202987901448723,17.209076512614818,-0.0593939636977166,1.456622835916157,-1.1335869784060741
1.9085370960733874,16.92013015602457,-0.05822297701713143,1.4328407299863086,-1.0934077111033254
1.8970083806787454,16.635894813274078,-0.0570641769292889,1.4095126975186103,-1.0550339804066593
1.8857100899079402,16.356281270727795,-0.055918730778765184,1.3866227279442194,-1.0183634918742124
1.874639454908313,16.081203444606267,-0.05478761921750735,1.3641555332710438,-0.9833008447206301
1.8637935271973303,15.810578240588342,-0.053671657892318064,1.3420965069082156,-0.9497569932835339
1.8531692097400163,15.54432542136811,-0.052571516680822925,1.320431685294098,-0.9176487561834736
1.8427632843957351,15.282367481628231,-0.05148773676198933,1.2991477121046908,-0.8868983684643664
1.832572436142319,15.024629529933797,-0.050420745772171746,1.2782318048396608,-0.8574330725146511
1.8225932744383901,14.771039177089683,-0.049370871267115105,1.2576717236014787,-0.8291847440216227
1.8128223520433056,14.52152643053958,-0.04833835268373219,1.2374557418995396,-0.8020895496105186
1.8032561815777077,14.276023594417037,-0.04732335197224722,1.2175726193258982,-0.7760876331726457
1.793891250075582,14.034465174888194,-0.046325963049010196,1.1980115759625345,-0.751122828199021
1.7847240317504267,13.796787790452736,-0.045346220202541844,1.1787622683920544,-0.727142393712672
1.7757509991731895,13.562930086894074,-0.04438410556983131,1.1598147671945644,-0.7040967716382966
1.7669686330375773,13.332832656592291,-0.04343955578628748,1.1411595358232498,-0.6819393636661906
1.7583734306688696,13.10643796193396,-0.04251246790079148,1.1227874107600668,-0.6606263258615191
1.7499619134151108,12.883690262571854,-0.041602704636796065,1.104689582861004,-0.6401163794430038
1.741730633044313,12.664535546304986,-0.04071009907118228,1.0868575798076754,-0.6203706363094097
1.7336761772577494,12.448921463365352,-0.03983445879445375,1.0692832495886555,-0.6013524380300459
1.7257951744174356,12.236797263912486,-0.0389755696086846,1.0519587449400059,-0.5830272071387299
1.7180842975752353,12.028113738550488,-0.038133198813318184,1.0348765086799607,-0.5653623096809945
1.71054026788157,11.822823161694718,-0.037307098123335054,1.0180292598777567,-0.5483269280631937
1.7031598574432985,11.620879237626824,-0.036497006259378996,1.0014099808011825,-0.5318919433408792
1.6959398916928536,11.422237049087542,-0.0357026512450702,0.9850119045916185,-0.5160298261635072
